Номенклатура;Артикул;Наименование;НаименованиеПолное;БазоваяЕдиницаИзмерения;ВидНоменклатуры;ДополнительноеОписание;Актуальность;АктуальностьЦифра;Изображение;ИзображениеОборота;Количество;Формат;Дата первого прихода;Поставщик;Код цены;Отделка;Наличие текста;Количество в упаковке;Лицензия;Розничная цена;Оптовая цена;Родитель1;Родитель2;Родитель3;Родитель4;Родитель5
fd8cc65a-b9db-11e1-9411-e137db702345;12,173,00;С Днем рождения! 1 год;С Днем рождения! 1 год;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212173.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212173.back.jpg;8;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc65c-b9db-11e1-9411-e137db702345;12,174,00;С Днем рождения! 1 год;С Днем рождения! 1 год;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212174.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212174.back.jpg;9;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc660-b9db-11e1-9411-e137db702345;12,176,00;С Днем рождения! 3 года;С Днем рождения! 3 года;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212176.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212176.back.jpg;39;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc662-b9db-11e1-9411-e137db702345;12,177,00;С Днем рождения! 4 года;С Днем рождения! 4 года;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212177.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212177.back.jpg;28;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc664-b9db-11e1-9411-e137db702345;12,178,00;С Днем рождения! 5 лет;С Днем рождения! 5 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212178.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009212178.back.jpg;19;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc656-b9db-11e1-9411-e137db702345;12,138,00;Медаль '5 лет';Медаль '5 лет';шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612138.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860069612138.back.jpg;30;малый одинарный формат (медали);08.06.2012;Империя поздравлений ООО;015;;;;;2;0,9;С днем рождения;Детские и молодежные;Открытки;;
fd8cc668-b9db-11e1-9411-e137db702345;31,116,00;С юбилеем! 60;С юбилеем! 60;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231116.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231116.back.jpg;16;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc678-b9db-11e1-9411-e137db702345;31,133,00;С юбилеем! 35 лет;С юбилеем! 35 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231133.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231133.back.jpg;41;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc672-b9db-11e1-9411-e137db702345;31,130,00;С Днем рождения! 20 лет;С Днем рождения! 20 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231130.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231130.back.jpg;39;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc674-b9db-11e1-9411-e137db702345;31,131,00;С Днем рождения! 25 лет;С Днем рождения! 25 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231131.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231131.back.jpg;17;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc676-b9db-11e1-9411-e137db702345;31,132,00;С Днем рождения! 30 лет;С Днем рождения! 30 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231132.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231132.back.jpg;40;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc66a-b9db-11e1-9411-e137db702345;31,120,00;20 лет;20 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231120.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231120.back.jpg;46;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc66c-b9db-11e1-9411-e137db702345;31,121,00;25 лет;25 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231121.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231121.back.jpg;22;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc66e-b9db-11e1-9411-e137db702345;31,122,00;30 лет;30 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231122.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231122.back.jpg;32;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc670-b9db-11e1-9411-e137db702345;31,123,00;35 лет;35 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231123.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231123.back.jpg;38;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc67a-b9db-11e1-9411-e137db702345;31,134,00;С юбилеем! 45 лет;С юбилеем! 45 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231134.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231134.back.jpg;24;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc67c-b9db-11e1-9411-e137db702345;31,142,00;С юбилеем! 60 лет;С юбилеем! 60 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231142.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231142.back.jpg;29;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc682-b9db-11e1-9411-e137db702345;31,150,00;С юбилеем! 30 лет;С юбилеем! 30 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231150.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231150.back.jpg;36;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc684-b9db-11e1-9411-e137db702345;31,178,00;С юбилеем! 65 лет;С юбилеем! 65 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231178.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231178.back.jpg;35;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc686-b9db-11e1-9411-e137db702345;31,179,00;С юбилеем! 70 лет;С юбилеем! 70 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231179.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231179.back.jpg;26;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc688-b9db-11e1-9411-e137db702345;31,180,00;С юбилеем! 75 лет;С юбилеем! 75 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231180.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231180.back.jpg;23;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc68a-b9db-11e1-9411-e137db702345;31,181,00;С юбилеем! 80 лет;С юбилеем! 80 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231181.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231181.back.jpg;29;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc67e-b9db-11e1-9411-e137db702345;31,148,00;С Днем рождения! 20 лет;С Днем рождения! 20 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231148.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231148.back.jpg;28;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc680-b9db-11e1-9411-e137db702345;31,149,00;С Днем рождения! 25 лет;С Днем рождения! 25 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231149.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231149.back.jpg;20;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Даты по годам;Открытки;;;
fd8cc68c-b9db-11e1-9411-e137db702345;31,185,00;С юбилеем! 50 лет;С юбилеем! 50 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231185.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231185.back.jpg;48;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
fd8cc68e-b9db-11e1-9411-e137db702345;31,186,00;С юбилеем! 60 лет;С юбилеем! 60 лет;шт;Открытки;;больше месяца;4;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231186.jpg;ftp://sed:paranoid123@85.113.40.50/images/image/460717860009231186.back.jpg;42;средний;08.06.2012;Империя поздравлений ООО;475;;;;;25;11,6;Юбилей;Поздравительные;Открытки;;
